"AAPL","MSFT","GOOGL","AMZN"
0.000397667607087123,0.00028793270111407,0.000266641150933206,0.000268533144768434
0.00028793270111407,0.000369928810371396,0.000294679111568577,0.000296414212612874
0.000266641150933206,0.000294679111568577,0.000419780195501685,0.000301616440134822
0.000268533144768434,0.000296414212612874,0.000301616440134822,0.000513110659764399
